Agency Abbreviation,Bureau Name,Program Account/Fund,Public Law,Program Name (if different),Appropriated,Announced/Allocated,Obligated,Outlayed,State,Date,Funding Source,Disaster Number
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,339,281.07","$1,339,281.07","$287,864.32",VT,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4474DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,954,223.71","$1,954,223.71","$1,167,096.87",ND,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4475DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,408,053.09","$1,408,053.09","$128,827.75",TN,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4476DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$914,831.30","$914,831.30","$357,372.38",WI,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4477DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$420,026.40","$420,026.40","$181,257.00",MS,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4478DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,151,832.18","$1,151,832.18","$26,150.88",SC,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4479DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$2,818,297.00","$2,818,297.00","$1,165,765.83",OR,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4519DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,630,415.93","$1,630,415.93","$259,291.80",MS,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4536DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,736,657.98","$1,736,657.98","$35,356.05",MS,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4538DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$4,741,267.50","$4,741,267.50",$0.00,WA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4539DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$9,157,318.44","$9,157,318.44","$1,406,382.95",KY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4540DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$3,208,183.60","$3,208,183.60",$0.00,TN,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4541DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,939,144.22","$1,939,144.22","$93,345.15",SC,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4542DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$2,137,229.80","$2,137,229.80","$80,668.57",NC,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4543DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$727,715.55","$727,715.55","$41,642.53",AR,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4544DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$355,190.50","$355,190.50","$214,167.75",AL,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4546DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$5,165,056.12","$5,165,056.12","$498,286.39",MI,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4547DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$733,962.00","$733,962.00",$0.00,UT,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4548DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$121,610.23","$121,610.23","$27,045.26",TN,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4550DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$455,796.57","$455,796.57","$29,700.00",MS,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4551DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,759,363.62","$1,759,363.62","$1,313,947.55",MO,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4552DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,482,076.19","$1,482,076.19","$126,249.98",ND,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4553DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$612,463.03","$612,463.03","$5,705.04",AL,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4554DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$148,805.00","$148,805.00",$875.72,AL,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4555DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$457,024.76","$457,024.76","$63,084.55",AR,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4556DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$35,701,455.97","$35,701,455.97","$3,460,192.29",IA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4557DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$40,516,226.07","$40,516,226.07","$5,155,211.87",CA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4558DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$36,310,850.00","$36,310,850.00","$850,247.56",LA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4559DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$42,000.00","$42,000.00",$0.00,PR,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4560DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$12,641,155.71","$12,641,155.71","$747,268.71",OR,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4562DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$592,009.00","$592,009.00","$592,009.00",AL,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4563DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$32,905,933.09","$32,905,933.09","$1,733,266.31",FL,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4564DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$364,010.82","$364,010.82",$0.00,ND,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4565DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$711,233.49","$711,233.49","$9,321.66",DE,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4566DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$11,324,502.48","$11,324,502.48","$442,315.18",NY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4567DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,542,180.56","$1,542,180.56","$143,326.03",NC,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4568DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$13,392,395.83","$13,392,395.83","$2,024,764.63",CA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4569DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$3,755,365.65","$3,755,365.65","$159,749.96",LA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4570DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$2,450,291.33","$2,450,291.33",$0.00,TX,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4572DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$250,265.70","$250,265.70","$160,309.14",AL,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4573DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$609,850.64","$609,850.64","$21,902.44",NJ,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4574DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$4,541,698.69","$4,541,698.69","$2,131,084.55",OK,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4575DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,075,740.36","$1,075,740.36","$65,169.00",MS,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4576DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$2,795,284.00","$2,795,284.00",$0.00,LA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4577DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,141,887.14","$1,141,887.14","$156,916.80",UT,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4578DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$558,290.78","$558,290.78",$0.00,GA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4579DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,122,162.41","$1,122,162.41",$0.00,CT,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4580DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$913,878.60","$913,878.60","$156,804.57",CO,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4581DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,703,690.13","$1,703,690.13",$0.00,MD,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4583DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$893,879.67","$893,879.67",$0.00,WA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4584DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$3,361,630.38","$3,361,630.38",$0.00,TX,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4586DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$936,597.95","$936,597.95","$570,354.48",OK,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4587DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$530,781.87","$530,781.87","$99,637.02",NC,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4588DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$698,413.05","$698,413.05",$0.00,ID,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4589DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$2,780,390.65","$2,780,390.65","$1,528.84",KY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4592DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$3,301,155.39","$3,301,155.39",$0.00,WA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4593DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$8,089,620.38","$8,089,620.38",$0.00,KY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4595DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,541,757.02","$1,541,757.02","$16,410.34",NJ,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4597DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$113,827.65","$113,827.65",$0.00,MS,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4598DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$724,190.73","$724,190.73","$86,524.86",OR,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4599DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$183,834.00","$183,834.00",$0.00,GA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4600DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$2,385,702.28","$2,385,702.28","$28,744.80",VA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4602DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$791,072.26","$791,072.26","$5,377.39",WV,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4603DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$114,953.00","$114,953.00","$6,903.62",WV,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4605DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$2,015,029.03","$2,015,029.03","$40,005.98",MI,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4607DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$84,276.56","$84,276.56",$733.37,MT,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4608DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$450,000.00","$450,000.00",$0.00,TN,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4609DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,661,016.16","$1,661,016.16","$669,285.15",CA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4610DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$10,310,232.00","$10,310,232.00","$95,183.63",LA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4611DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$449,655.29","$449,655.29",$0.00,ND,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4613DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$18,341,834.91","$18,341,834.91","$202,552.87",NJ,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4614DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$11,018,275.30","$11,018,275.30","$178,730.99",NY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4615DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$378,470.66","$378,470.66","$44,465.83",NE,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4616DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$690,687.75","$690,687.75","$162,151.73",NC,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4617DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$17,659,360.87","$17,659,360.87","$103,032.42",PA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4618DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,111,356.16","$1,111,356.16","$524,643.04",CA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4619DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$8,847.53","$8,847.53","$4,077.42",NH,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4622DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$21,920.40","$21,920.40",$0.00,MT,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4623DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$12,632.70","$12,632.70","$4,080.83",NH,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4624DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$4,471,659.73","$4,471,659.73","$93,292.61",NY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4625DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$4,230,256.11","$4,230,256.11","$23,739.75",MS,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4626DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$93,100.00","$93,100.00",$0.00,DE,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4627DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$25,304.39","$25,304.39",$0.00,VA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4628DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$211,500.00","$211,500.00",$0.00,CT,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4629DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,504,511.15","$1,504,511.15","$15,965.29",KY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4630DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$10,800.00","$10,800.00",$339.34,AL,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4632DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$534,769.31","$534,769.31","$15,011.46",CO,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4634DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$2,785,861.99","$2,785,861.99","$65,327.51",MO,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4636DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$79,818.32","$79,818.32",$0.00,KS,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4640DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$85,029.00","$85,029.00",$0.00,NE,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4641DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$724,611.96","$724,611.96","$39,710.53",IA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4642DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$49,883.00","$49,883.00",$0.00,KY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4643DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$314,582.75","$314,582.75",$0.00,WA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4650DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$100,327.03","$100,327.03",$0.00,MA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4651DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$109,658.61","$109,658.61",$0.00,NM,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4652DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$442,921.00","$442,921.00","$14,316.57",MT,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4655DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$12,150.00","$12,150.00",$0.00,SD,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4656DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$11,654.81","$11,654.81",$0.00,OK,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4657DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$301,677.75","$301,677.75",$0.00,MN,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4658DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$862,436.90","$862,436.90",$0.00,ND,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4660DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$37,638,241.60","$37,638,241.60","$1,937,231.47",KY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4663DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$331,926.64","$331,926.64","$73,217.16",MO,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4665DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$10,435,178.48","$10,435,178.48","$1,767,287.04",FL,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4673DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$108,397.00","$108,397.00",$0.00,SC,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4677DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$1,231,448.20","$1,231,448.20","$86,500.37",FL,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4680DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,MITIGATION,$0.00,"$150,270.96","$150,270.96","$150,270.96",CA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4683DR
